"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper","deaths_mean_smoothed","deaths_lower_smoothed","deaths_upper_smoothed","totdea_mean_smoothed","totdea_lower_smoothed","totdea_upper_smoothed","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"
20485,"New York","2020-05-31",1395.02,765.4625,2337.4875,441.5685,243.9875,740.05,386.7685,207.4875,654.5375,76.644,43,120,163.4535,75,292.0125,56.504,27.5,97.0125,30760.558,29739.925,32266.025,0,0,0,0,0,22.05,,,,,,,"projected",-60.86635,"projected",41568.54,,2728.143,"758.5518","6723.007"
20486,"New York","2020-06-01",1299.727,697.95,2220.575,410.88,220.9875,697.5875,359.7445,186.9875,617.0375,69.03,39,112.025,152.1735,70,279.0125,52.943,25.5,92.5,30829.588,29781.9,32376.025,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",42008.18,,2537.066,"680.2471","6325.958"
20487,"New York","2020-06-02",1207.215,633.4375,2067.6875,383.361,199,662.5,335.6505,169.4875,586.5375,63.434,34,105.025,137.2405,61.4875,252.5,48.161,23,86,30893.022,29815.9,32477.075,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",42447.83,,2377.366,"613.4061","6001.568"
20488,"New York","2020-06-03",1128.5235,575.3375,1991.6625,359.0765,182,628.025,314.5975,154.975,556.05,58.82,31,101,130.144,53.9875,239.0125,45.4415,21,81.0125,30951.842,29846.875,32570.225,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",42887.47,,2167.983,"537.7609","5575.715"
20489,"New York","2020-06-04",1053.29,517.475,1879.6625,334.769,166.9875,593.5,293.2635,141.4875,524.5125,56.638,28,97,115.101,46.4875,222.5,40.42,18.5,75.5,31008.48,29874.925,32675.725,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",43327.12,,1935.409,"460.2662","5099.583"
20490,"New York","2020-06-05",975.8325,462.9875,1770.925,309.0605,150.475,552.0625,270.394,128,490.0125,53.617,26,93,103.292,42,195.0125,36.346,16.4875,68.5,31062.097,29900,32767.775,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",43766.76,,1767.032,"403.3239","4747.847"
20491,"New York","2020-06-06",898.9625,418.9375,1646.0875,283.8075,134.9875,512.5125,247.9165,115,452,50.157,24,88,95.942,35.4625,188,33.605,14,63.5125,31112.254,29924.95,32855.8,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",44206.4,,1629.755,"358.4035","4455.464"
20492,"New York","2020-06-07",823.159,372.5,1528.7,259.5325,120,479.0125,226.214,101.4875,422.0125,45.462,22,81,87.9555,31.5,178,30.6855,12,58.5,31157.716,29946.925,32936.85,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",44646.05,,1470.679,"313.4622","4112.133"
20493,"New York","2020-06-08",749.672,328.475,1411,236.698,105.4875,443.0125,205.7805,89.9875,391.5,42.915,19.975,76,77.444,27.5,165.0125,26.9845,11,53.5,31200.631,29965.925,33010.9,0,0,0,0,0,0,,,,,,,"projected",-60.86635,"projected",45085.69,,1331.487,"270.9945","3826.189"
20494,"New York","2020-06-09",681.7795,290.9875,1318.075,214.218,94.9875,405.525,185.5655,78.9875,355.6,37.965,17,71,70.0605,24,145.1125,24.5685,9.5,50.0125,31238.596,29982.925,33078.95,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",45525.34,,1222.031,"235.664","3596.21"
20495,"New York","2020-06-10",617.513,254.9875,1212.55,194.8325,82.4875,375.5375,168.3145,68.9875,329.0125,34.189,15,65,64.1415,20.9875,142.0125,22.467,8,47.0125,31272.785,29997.95,33141,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",45964.98,,1113.244,"205.7675","3316.55"
20496,"New York","2020-06-11",573.2115,226.975,1143.1125,181.294,72.9875,351.0125,156.841,60.5,308.0125,31.578,13,60,70.0305,18.4875,133.525,24.2795,7,44,31304.363,30011,33238.575,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",46404.63,,1020.378,"180.9085","3069.285"
20497,"New York","2020-06-12",525.972,199,1057.3,166.1005,64,329,143.459,53.4875,285.0375,28.889,12,55,56.194,16.5,118.0375,19.578,6.5,40.5,31333.252,30023.95,33292.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",46844.27,,937.2729,"158.3724","2864.004"
20498,"New York","2020-06-13",480.941,179.9875,970.0875,152.1635,57.4875,304.0125,131.1515,46.9875,263.55,25.38,10,51,50.85,13.4875,108.025,17.839,5.9875,37.5,31358.632,30034.925,33342.125,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",47283.91,,856.3092,"138.1922","2670.481"
20499,"New York","2020-06-14",439.817,158.5,903.05,139.954,50.5,283.025,120.417,41.5,246.525,23.063,9,47,45.809,11.5,105.05,15.9565,5,35,31381.695,30044.9,33381.2,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",47723.56,,786.0976,"121.4066","2499.98"
20500,"New York","2020-06-15",403.526,143.9125,832.0625,128.6155,45.4875,264.525,110.6235,36.5,230,21.066,8,43.025,41.2345,10.5,98.025,14.4235,4.5,32.5,31402.761,30053.875,33412.5,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",48163.2,,716.4357,"105.7825","2324.898"
20501,"New York","2020-06-16",370.4205,126,785.7875,118.1325,40,246.5125,101.6285,32.5,213.05,23.049,7,41,37.0615,9,89.0375,13.1095,4,30.0125,31425.81,30061.85,33467.125,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",48602.85,,643.3847,"90.56072","2133.796"
20502,"New York","2020-06-17",336.627,110.9875,725.05,104.532,35,228.525,89.531,28.5,196.525,18.488,6,38,34.218,7.5,86.0375,11.9035,3,28.5,31444.298,30068.825,33499.25,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",49042.49,,588.8484,"79.30149","1992.472"
20503,"New York","2020-06-18",303.7695,97.975,677.1375,95.9215,30.4875,210.05,82.2435,25,182.025,16.839,5,35,34.3155,6,80.5,12.0345,3,25.5,31461.137,30074.8,33529.375,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",49482.13,,538.9035,"69.2051","1860.061"
20504,"New York","2020-06-19",275.0265,85,620.7,86.701,27,194.0375,74.282,22,168.5125,14.874,5,33,27.6145,5,73.5125,9.6455,2,23,31476.011,30080.775,33556.525,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",49921.78,,490.0071,"59.96466","1726.595"
20505,"New York","2020-06-20",250.4045,70.4875,578.65,79.093,23.975,179.5625,67.7725,18.9875,155.1125,13.537,4,31,25.98,4,69.5125,9.0625,2,22.5,31489.548,30085.75,33582.625,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",50361.42,,444.1813,"51.77405","1597.699"
20506,"New York","2020-06-21",226.6765,62.475,536.55,71.9545,20.5,167.5,61.52,16.5,143.6125,12.3,4,28,22.4725,3.5,60.0624999999999,8.003,2,20.0125,31501.848,30085.825,33606.725,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",50801.07,,401.1109,"44.48084","1473.264"
20507,"New York","2020-06-22",205.557,55.5,494.6,65.3395,17.9875,154.525,55.798,14.5,131.625,11.177,3,26,20.4035,3,54,7.1905,2,19,31513.025,30085.9,33628.8,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",51240.71,,368.5202,"38.82947","1379.536"
20508,"New York","2020-06-23",186.4725,44.4875,451.5,59.2475,15.5,143.5125,50.6115,12.5,122.0875,11.403,3,24,18.3075,2.5,50.5125,6.486,1,17.5,31524.428,30085.975,33684.05,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",51680.36,,341.5705,"34.10168","1301.875"
20509,"New York","2020-06-24",167.641,40.5,420,52.5115,13.5,132.5375,44.6565,10.4875,113,9.072,2,22,16.8915,2,49,5.8975,1,15.5,31533.5,30086.975,33705.025,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",52120,,313.2131,"29.50109","1216.646"
20510,"New York","2020-06-25",149.9725,34.9875,384.5375,47.692,11.5,121.0625,40.5195,9.4875,105,8.545,2,21,15.3545,2,44.5,5.3425,1,14.5,31542.045,30088.975,33725,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",52559.64,,285.2458,"25.44439","1121.556"
20511,"New York","2020-06-26",137.887,30.9875,359.6125,43.592,10,113.5125,37.0535,8,97,7.437,2,19,16.048,1,45.525,5.445,1,13.5,31549.482,30090.975,33742.975,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",52999.29,,258.6215,"21.81841","1019.136"
20512,"New York","2020-06-27",124.706,25,337.5,39.523,8.9875,106,33.6755,7,90,6.731,2,18,12.712,1,39,4.4505,1,12.5,31556.213,30092,33759.95,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",53438.93,,232.7497,"18.5491","931.8576"
20513,"New York","2020-06-28",113.5585,21.9875,298.575,35.9415,7.5,97.0125,30.632,6,83.5,6.106,1,16,11.519,1,37.525,4.036,1,11.5,31562.319,30093.975,33774.925,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",53878.58,,211.8323,"16.11365","865.1334"
20514,"New York","2020-06-29",103.424,19,280.55,32.689,7,89.525,27.8675,6,77.0125,5.567,1,15,10.4375,1,34.5,3.663,1,11.0125,31567.886,30095,33788.9,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",54318.22,,195.3638,"13.98413","815.3981"
20515,"New York","2020-06-30",94.279,16.5,264.0375,29.714,6.5,83.5,25.3385,5.5,71.5125,5.046,1,14,9.3615,0,31,3.3185,0.487500000000001,10,31572.932,30096.975,33801.875,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",54757.87,,178.8304,"12.14805","762.1263"
20516,"New York","2020-07-01",85.494,14.9875,244.0375,27.0045,5.5,77.5125,23.003,4.5,66.0125,5.183,1,13,8.3915,0,30.0125,2.968,0,9.5,31578.115,30097.975,33847.925,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",55197.51,,162.0635,"10.36357","705.5887"
20517,"New York","2020-07-02",77.135,12,230.55,23.9275,4.5,71.0375,20.2785,3.5,61,4.174,1,12,7.75,0,28,2.6795,0,8.5,31582.289,30098.975,33857.95,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",55637.15,,147.0494,"8.873259","653.7708"
20518,"New York","2020-07-03",68.4525,10,215.0125,21.6625,3.4875,67.025,18.333,2.5,55.5375,3.767,1,11,6.917,0,24.5125,2.4265,0,8,31586.056,30099.975,33866.975,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",56076.8,,133.6955,"7.616609","606.8173"
20519,"New York","2020-07-04",61.695,7,194.5125,19.5095,2,60.0375,16.558,1.5,51.05,3.414,1,10,6.0575,0,22.5,2.18,0,7,31589.47,30100.975,33875,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",56516.44,,121.2945,"6.513851","561.9793"
20520,"New York","2020-07-05",55.954,4.5,183.0875,17.6415,1.4875,56.025,14.9885,0.5,46.5749999999999,3.102,0,9,5.8615,0,23.5,2.0055,0,6.5,31592.572,30101.975,33883.025,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",56956.09,,110.2211,"5.561542","521.1455"
20521,"New York","2020-07-06",50.5165,1.5,167.575,15.9525,0.5,52.0125,13.537,0,43.5375,2.773,0,9,5.095,0,20,1.793,0,6,31595.345,30102.975,33890.05,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",57395.73,,101.0829,"4.722542","485.5803"
20522,"New York","2020-07-07",45.973,0.5,153.0625,14.491,0,47.5125,12.287,0,40.05,2.513,0,8,4.859,0,20,1.642,0,6,31597.858,30103.95,33896.075,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",57835.38,,93.14207,"4.095357","456.4672"
20523,"New York","2020-07-08",41.5895,0.5,141.0375,13.156,0,43.05,11.128,0,36.5624999999999,2.279,0,7,4.193,0,18.0125,1.4745,0,5.5,31600.137,30104.925,33902.1,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",58275.02,,84.64071,"3.510878","424.4343"
20524,"New York","2020-07-09",37.556,0.5,125.1375,11.937,0,40.0375,10.074,0,34.5375,2.059,0,7,3.8205,0,17,1.322,0,5,31602.196,30104.925,33907.125,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",58714.66,,75.9892,"2.971676","388.3886"
20525,"New York","2020-07-10",33.8745,0,116.1125,10.789,0,37.525,9.1155,0,32.025,1.884,0,6,3.2925,0,14.0125,1.1875,0,4.5,31604.08,30104.925,33912.15,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",59154.31,,68.56778,"2.500982","357.5455"
20526,"New York","2020-07-11",30.69,0,109.0125,9.691,0,35.025,8.195,0,30.0125,1.69,0,6,2.9315,0,13.5125,1.055,0,4.5,31605.77,30104.925,33916.175,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",59593.95,,62.06972,"2.108331","329.1835"
20527,"New York","2020-07-12",27.582,0,102.5125,8.7045,0,32.025,7.374,0,28.025,1.545,0,5.02499999999998,2.7615,0,14.0125,0.9525,0,4,31607.315,30104.925,33920.2,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",60033.6,,56.35628,"1.782222","303.7609"
20528,"New York","2020-07-13",24.98,0,94,7.7975,0,29.5,6.6135,0,25.5125,1.38,0,5,2.536,0,13,0.8545,0,3.51249999999999,31608.695,30104.925,33924.2,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",60473.24,,51.56114,"1.523693","280.6279"
20529,"New York","2020-07-14",22.2805,0,84.525,6.988,0,27,5.929,0,23.5,1.248,0,5,2.1975,0,11.5,0.7655,0,3.5,31609.943,30104.925,33927.225,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",60912.88,,47.43943,"1.331187","261.3274"
20530,"New York","2020-07-15",19.867,0,79,6.2345,0,25.0125,5.292,0,21.5,1.114,0,4,1.8505,0,10.5,0.661,0,3,31611.057,30104.925,33930.25,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",61352.53,,43.73416,"1.127838","244.6001"
20531,"New York","2020-07-16",23.543,0,74.0375,7.4695,0,24,6.6225,0,20.5,0.989,0,4,7.553,0,11.5,2.4965,0,3,31612.046,30104.925,33933.25,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",61792.17,,40.17034,"0.9669521","226.7973"
20532,"New York","2020-07-17",21.652,0,68.55,6.863,0,22,6.0965,0,18.5,0.894,0,4,1.4405,0,10,0.5035,0,2.5,31612.94,30104.925,33935.275,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",62231.82,,36.51088,"0.8175741","208.4947"
20533,"New York","2020-07-18",19.87,0,64.0749999999999,6.2935,0,20,5.604,0,16.5,0.802,0,3,1.2,0,9.5,0.446,0,2.5,31613.742,30104.925,33937.3,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",62671.46,,32.83315,"0.6816233","189.9541"
20534,"New York","2020-07-19",18.198,0,62.5125,5.8645,0,18.5125,5.1695,0,15.5,0.716,0,3,1.132,0,9.5,0.476,0,2,31614.458,30104.925,33939.325,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",63111.11,,29.58232,"0.5690723","173.2265"
20535,"New York","2020-07-20",16.623,0,54.5125,5.3925,0,17.0125,4.7595,0,14.5,0.629,0,3,0.984,0,9.5,0.341,0,2,31615.087,30104.925,33941.325,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",63550.75,,27.34538,"0.4899609","162.6354"
20536,"New York","2020-07-21",15.315,0,47.0375,4.969,0,15.5,4.401,0,13.5,2.458,0,3,0.891,0,9.5,0.3,0,2,31617.545,30104.925,33943.325,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",63990.39,,25.53874,"0.4270627","154.5846"
20537,"New York","2020-07-22",12.2385,0,43.0375,2.6975,0,14.5,2.1775,0,12.5,0.471,0,2,0.6955,0,5.51249999999999,0.2605,0,2,31618.016,30104.925,33944.35,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",64430.04,,23.49818,"0.3649938","144.5905"
20538,"New York","2020-07-23",7.369,0,43.5125,2.3815,0,13.5125,1.9095,0,11.5125,0.417,0,2,0.6885,0,7.52499999999998,0.2285,0,2,31618.433,30104.925,33945.375,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",64869.68,,21.576,"0.3110585","134.3783"
20539,"New York","2020-07-24",6.4945,0,42.5125,2.0985,0,12.5,1.669,0,11,0.365,0,2,0.587,0,5,0.2,0,1.5,31618.798,30104.925,33946.4,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",65309.33,,19.73183,"0.2657275","124.3537"
20540,"New York","2020-07-25",5.7745,0,39.5375,1.849,0,11.5,1.462,0,10,0.319,0,2,0.5025,0,5,0.174,0,1.5,31619.117,30104.925,33947.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",65748.97,,17.8411,"0.2236961","113.7877"
20541,"New York","2020-07-26",5.057,0,36.0125,1.6245,0,10,1.2755,0,9,0.28,0,2,0.425,0,4,0.147,0,1,31619.397,30104.925,33948.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",66188.62,,16.20674,"0.1892243","104.5469"
20542,"New York","2020-07-27",4.3805,0,34,1.419,0,8.52499999999998,1.1075,0,8,0.243,0,2,0.3265,0,4,0.124,0,1,31619.64,30104.925,33949.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",66628.26,,14.93587,"0.1628122","97.67505"
20543,"New York","2020-07-28",3.4755,0,28.0125,1.1505,0,7.01249999999999,0.861,0,6,0.213,0,1.02499999999998,0,0,0,0.0065,0,0,31619.853,30104.925,33950.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",67067.9,,13.91058,"0.141825","92.09545"
20544,"New York","2020-07-29",2.7625,0,23,0.9075,0,5.51249999999999,0.6425,0,4.5,0.185,0,1,0,0,0,0.0085,0,0,31620.038,30104.925,33951.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",67507.55,,12.96841,"0.123614","87.15769"
20545,"New York","2020-07-30",2.0575,0,18.5,0.696,0,4.5,0.4545,0,3.5,0.163,0,1,0,0,0,0.006,0,0,31620.201,30104.925,33952.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",67947.19,,11.95369,"0.1061763","81.70202"
20546,"New York","2020-07-31",1.449,0,14,0.504,0,3.5,0.2875,0,2.5,0.139,0,1,0,0,0,0,0,0,31620.34,30104.925,33953.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",68386.84,,10.89884,"0.08850666","74.94293"
20547,"New York","2020-08-01",0.945,0,9,0.254,0,2,0.1325,0,1,0.118,0,1,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,"projected",68826.48,,10.04716,"0.0744754","69.30843"
20548,"New York","2020-08-02",0.511,0,4,0.114,0,1,0.012,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,,,,,,
20549,"New York","2020-08-03",0.276,0,1.5,0.094,0,1,0.0095,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,,,,,,
20550,"New York","2020-08-04",0.247,0,1.5,0.0765,0,1,0.0075,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,"projected",-60.86634,,,,,,
20551,"New York","2020-08-05",0.136,0,1,0.061,0,0.5,0.005,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20552,"New York","2020-08-06",0.114,0,1,0.046,0,0.5,0.0035,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20553,"New York","2020-08-07",0.094,0,1,0.035,0,0.5,0.0015,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20554,"New York","2020-08-08",0.0765,0,1,0.027,0,0.5,0.001,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20555,"New York","2020-08-09",0.061,0,0.5,0.021,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20556,"New York","2020-08-10",0.046,0,0.5,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20557,"New York","2020-08-11",0.035,0,0.5,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20558,"New York","2020-08-12",0.027,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20559,"New York","2020-08-13",0.021,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20560,"New York","2020-08-14",0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20561,"New York","2020-08-15",0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20562,"New York","2020-08-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20563,"New York","2020-08-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20564,"New York","2020-08-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20565,"New York","2020-08-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20566,"New York","2020-08-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
20567,"New York","2020-08-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31620.458,30104.925,33954.425,0,0,0,0,0,0,,,,,,,,,,,,,,
